user_id,user_type,category,price,quantity,timestamp,total_revenue
6354,regular,Home,14.27,2,2024-10-09 17:00:00,28.55
6789,regular,Books,81.58,1,2024-01-11 17:00:00,81.58
5818,regular,Home,185.36,1,2024-08-11 20:00:00,185.36
8907,regular,Clothing,0.93,3,2024-07-24 18:00:00,2.78
2111,premium,Electronics,11.89,2,2024-10-17 18:00:00,23.78
9181,regular,Sports,103.26,4,2024-10-24 20:00:00,413.04
9382,premium,Clothing,23.07,4,2024-06-27 20:00:00,92.28
7802,regular,Clothing,56.37,1,2024-06-15 20:00:00,56.37
8150,regular,Home,69.92,4,2024-07-06 19:00:00,279.68
1112,regular,Books,91.78,2,2024-12-05 20:00:00,183.57
3267,regular,Electronics,30.09,2,2024-09-12 19:00:00,60.18
6206,regular,Electronics,1.16,3,2024-02-26 17:00:00,3.47
1646,regular,Clothing,41.38,1,2024-12-08 17:00:00,41.38
5622,regular,Clothing,0.85,1,2024-10-07 18:00:00,0.85
1413,regular,Electronics,69.62,1,2024-08-31 20:00:00,69.62
2762,premium,Electronics,143.7,1,2024-09-09 18:00:00,143.7
9809,premium,Home,60.46,4,2024-09-07 20:00:00,241.86
5549,guest,Clothing,52.11,2,2024-02-02 20:00:00,104.22
8860,regular,Books,135.58,2,2024-02-22 19:00:00,271.15
6474,premium,Electronics,1.09,1,2024-05-26 17:00:00,1.09
7553,premium,Electronics,223.1,2,2024-08-19 18:00:00,446.21
9977,regular,Sports,62.28,2,2024-11-27 18:00:00,124.56
8424,regular,Books,35.88,4,2024-11-22 17:00:00,143.52
9334,premium,Electronics,207.59,4,2024-01-15 20:00:00,830.38
4111,regular,Electronics,44.78,2,2024-10-07 20:00:00,89.57
4013,premium,Electronics,137.04,1,2024-04-22 18:00:00,137.04
6339,guest,Clothing,70.36,1,2024-06-30 18:00:00,70.36
9122,regular,Clothing,34.0,5,2024-07-27 17:00:00,169.99
6917,premium,Clothing,1.15,2,2024-12-07 17:00:00,2.29
1106,regular,Electronics,108.81,1,2024-11-11 18:00:00,108.81
1351,regular,Clothing,205.55,4,2024-04-10 18:00:00,822.21
6340,regular,Clothing,135.2,4,2024-02-13 17:00:00,540.79
2064,regular,Sports,47.0,2,2024-03-04 17:00:00,93.99
7150,regular,Home,111.49,1,2024-01-06 20:00:00,111.49
8616,regular,Books,86.49,3,2024-11-07 18:00:00,259.47
1438,regular,Electronics,97.97,3,2024-12-29 17:00:00,293.91
4184,regular,Books,33.57,4,2024-10-08 20:00:00,134.27
4474,regular,Clothing,1.05,2,2024-01-17 18:00:00,2.09
2977,premium,Electronics,85.34,2,2024-11-23 19:00:00,170.68
8808,guest,Home,181.51,1,2024-12-23 17:00:00,181.51
9078,premium,Electronics,165.24,2,2024-01-19 20:00:00,330.48
6181,premium,Electronics,0.83,1,2024-03-22 20:00:00,0.83
4189,regular,Sports,53.55,2,2024-08-03 19:00:00,107.09
8927,regular,Electronics,71.5,3,2024-10-21 17:00:00,214.51
4983,regular,Sports,46.13,1,2024-09-21 19:00:00,46.13
4900,premium,Clothing,52.6,2,2024-07-06 17:00:00,105.2
5642,premium,Electronics,48.93,1,2024-06-17 18:00:00,48.93
5700,premium,Electronics,0.94,1,2024-08-02 19:00:00,0.94
6378,regular,Electronics,164.84,4,2024-04-25 17:00:00,659.37
1361,regular,Electronics,25.23,2,2024-10-15 18:00:00,50.45
9940,regular,Electronics,247.02,2,2024-05-18 19:00:00,494.04
3149,regular,Books,182.3,3,2024-11-12 20:00:00,546.9
8410,regular,Clothing,20.46,1,2024-06-02 19:00:00,20.46
8174,regular,Books,36.49,4,2024-06-07 17:00:00,145.97
8180,regular,Electronics,1.0,3,2024-05-29 19:00:00,3.0
8995,regular,Books,123.01,4,2024-06-28 18:00:00,492.04
5898,regular,Clothing,88.22,2,2024-05-20 19:00:00,176.44
9370,regular,Electronics,35.75,2,2024-11-17 18:00:00,71.5
6922,premium,Clothing,0.86,1,2024-09-18 17:00:00,0.86
5825,guest,Electronics,38.78,1,2024-06-18 17:00:00,38.78
2121,regular,Electronics,21.55,4,2024-08-06 18:00:00,86.19
5756,guest,Books,8.49,4,2024-05-28 19:00:00,33.97
6555,regular,Clothing,81.8,1,2024-08-18 17:00:00,81.8
1260,regular,Clothing,28.93,2,2024-04-23 17:00:00,57.87
5554,premium,Electronics,169.2,1,2024-01-05 18:00:00,169.2
7998,premium,Electronics,81.46,1,2024-08-04 18:00:00,81.46
5605,regular,Home,166.3,3,2024-10-22 18:00:00,498.89
9731,guest,Electronics,62.7,4,2024-05-06 19:00:00,250.78
9362,guest,Books,93.15,1,2024-05-07 20:00:00,93.15
7980,regular,Clothing,204.96,4,2024-12-16 20:00:00,819.83
9876,premium,Clothing,67.16,4,2024-04-07 18:00:00,268.63
3263,regular,Books,1.14,1,2024-12-21 17:00:00,1.14
7116,regular,Clothing,1.04,1,2024-03-31 17:00:00,1.04
5431,regular,Books,89.97,3,2024-01-16 20:00:00,269.91
3075,guest,Electronics,47.06,4,2024-04-24 20:00:00,188.25
7393,premium,Electronics,62.13,1,2024-07-11 19:00:00,62.13
7144,regular,Clothing,88.16,6,2024-01-03 19:00:00,528.95
9880,regular,Home,156.5,3,2024-05-14 19:00:00,469.49
4747,regular,Clothing,36.99,2,2024-03-20 17:00:00,73.97
5932,regular,Sports,280.79,2,2024-09-22 17:00:00,561.58
3488,premium,Home,101.75,3,2024-03-21 18:00:00,305.25
3951,regular,Electronics,115.23,2,2024-05-17 17:00:00,230.47
